setID,number,numberVariant,name,year,theme,themeGroup,subtheme,category,released,image/thumbnailURL,image/imageURL,bricksetURL,collections/ownedBy,collections/wantedBy,LEGOCom/US/retailPrice,LEGOCom/US/dateFirstAvailable,LEGOCom/CA/retailPrice,LEGOCom/CA/dateFirstAvailable,rating,reviewCount,packagingType,availability,instructionsCount,additionalImageCount,lastUpdated,pieces,ageRange/min,dimensions/height,dimensions/width,dimensions/depth,dimensions/weight,barcode/EAN,minifigs,LEGOCom/UK/retailPrice,LEGOCom/UK/dateFirstAvailable,LEGOCom/DE/retailPrice,LEGOCom/DE/dateFirstAvailable,barcode/UPC,LEGOCom/US/dateLastAvailable,LEGOCom/CA/dateLastAvailable,LEGOCom/UK/dateLastAvailable,LEGOCom/DE/dateLastAvailable,ageRange/max
29679,75264,1,Kylo Ren's Shuttle Microfighter,2020,Star Wars,Licensed,Microfighters,Normal,TRUE,https://images.brickset.com/sets/small/75264-1.jpg,https://images.brickset.com/sets/images/75264-1.jpg,https://brickset.com/sets/75264-1,6962,1255,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,3.8,4,Box,Retail,2,4,2020-01-23T17:39:13.84Z,72,6,12.2,14.1,4.6,0.09,5702016617108,1,8.99,2019-12-26T00:00:00Z,9.74,2019-12-26T00:00:00Z,673419317214,2021-01-14T00:00:00Z,2021-01-14T00:00:00Z,2020-10-30T00:00:00Z,2020-10-31T00:00:00Z,
29777,30342,1,Lamborghini HuracÃ¡n Super Trofeo EVO,2020,Speed Champions,Licensed,Lamborghini,Normal,TRUE,https://images.brickset.com/sets/small/30342-1.jpg,https://images.brickset.com/sets/images/30342-1.jpg,https://brickset.com/sets/30342-1,5164,689,4.99,,,,3.6,2,Polybag,Retail - limited,2,0,2020-09-10T18:40:00.823Z,70,,19.5,17,1,,5702016668742,,3.49,2020-11-05T00:00:00Z,3.89,2020-11-05T00:00:00Z,,,,2020-12-31T00:00:00Z,2021-01-01T00:00:00Z,
29939,42115,1,Lamborghini SiÃ¡n FKP 37,2020,Technic,Technical,,Normal,TRUE,https://images.brickset.com/sets/small/42115-1.jpg,https://images.brickset.com/sets/images/42115-1.jpg,https://brickset.com/sets/42115-1,3824,2548,379.99,2020-06-02T00:00:00Z,489.99,2020-06-02T00:00:00Z,4.4,3,Box,Retail,9,48,2020-05-31T21:32:42.173Z,3696,18,37.5,57,15,7.18,5702016617535,,349.99,2020-06-01T00:00:00Z,379.99,2020-06-02T00:00:00Z,673419318679,,,,,
29495,76899,1,Lamborghini Urus ST-X & HuracÃ¡n Super Trofeo EVO,2020,Speed Champions,Licensed,Lamborghini,Normal,TRUE,https://images.brickset.com/sets/small/76899-1.jpg,https://images.brickset.com/sets/images/76899-1.jpg,https://brickset.com/sets/76899-1,3955,1788,49.99,2020-01-02T00:00:00Z,69.99,2020-01-02T00:00:00Z,4.1,1,Box,Retail,4,9,2019-12-31T17:31:13.357Z,663,8,26.2,38.2,7.1,0.85,5702016618358,2,54.99,2020-01-01T00:00:00Z,59.99,2020-01-03T00:00:00Z,673419319126,,,,,
29211,45602,1,Large Angular Motor,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45602-1.jpg,https://images.brickset.com/sets/images/45602-1.jpg,https://brickset.com/sets/45602-1,9,156,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-12T16:14:10.553Z,1,,,,,,,,,,,,,,,,,
29210,45601,1,Large Hub,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45601-1.jpg,https://images.brickset.com/sets/images/45601-1.jpg,https://brickset.com/sets/45601-1,13,165,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-12T16:14:10.21Z,1,,,,,,,,,,,,,,,,,
30698,45610,1,Large hub battery,2020,Education,Educational,SPIKE Prime,Normal,TRUE,https://images.brickset.com/sets/small/45610-1.jpg,https://images.brickset.com/sets/images/45610-1.jpg,https://brickset.com/sets/45610-1,6,25,,,,,0,0,{Not specified},{Not specified},0,0,2020-08-08T08:20:56.94Z,1,,,,,,,,,,,,,,,,,
30407,5006130,1,LEGO 4 stud Blue Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005403-1.jpg,https://images.brickset.com/sets/images/5005403-1.jpg,https://brickset.com/sets/5006130-1,18,34,,,,,0,0,{Not specified},{Not specified},0,2,2020-05-29T09:39:35.043Z,,,,,,,5711938029425,,24.99,2020-05-30T00:00:00Z,24.99,2020-05-29T00:00:00Z,,,,,,
30291,5006173,1,LEGO 4 Stud Light Purple Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005712-1.jpg,https://images.brickset.com/sets/images/5005712-1.jpg,https://brickset.com/sets/5006173-1,8,30,,,,,0,0,{Not specified},{Not specified},0,2,2020-05-07T08:16:46.307Z,,,,,,,5711938029487,,24.99,2020-05-08T00:00:00Z,24.99,2020-05-08T00:00:00Z,,,,,,
30406,5006129,1,LEGO 4 stud Red Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005402-1.jpg,https://images.brickset.com/sets/images/5005402-1.jpg,https://brickset.com/sets/5006129-1,15,31,,,,,0,0,{Not specified},{Not specified},0,2,2020-05-29T09:39:22.89Z,,,,,,,5711938029418,,24.99,2020-05-30T00:00:00Z,24.99,2020-05-29T00:00:00Z,,,,,,
30282,5006208,1,LEGO 4 Stud White Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006208-1.jpg,https://images.brickset.com/sets/images/5006208-1.jpg,https://brickset.com/sets/5006208-1,15,33,,,,,0,0,{Not specified},{Not specified},0,1,2020-05-06T08:28:06.15Z,,,,,,,5711938029463,,24.99,2020-05-07T00:00:00Z,24.36,2020-05-07T00:00:00Z,,,,2020-11-03T00:00:00Z,2020-11-04T00:00:00Z,
30280,5006182,1,LEGO 8 Stud Aqua Light Blue Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005721-1.jpg,https://images.brickset.com/sets/images/5005721-1.jpg,https://brickset.com/sets/5006182-1,11,37,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-06T16:19:11.44Z,,,,,,,5711938029906,,34.99,2020-05-07T00:00:00Z,38.98,2020-05-07T00:00:00Z,,,,2020-09-11T00:00:00Z,2020-09-23T00:00:00Z,
30286,5006248,1,LEGO 8 Stud Black Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005718-1.jpg,https://images.brickset.com/sets/images/5005718-1.jpg,https://brickset.com/sets/5006248-1,12,40,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-06T16:18:35.423Z,,,,,,,5711938029531,,34.99,2020-05-07T00:00:00Z,39.99,2020-05-07T00:00:00Z,,,,2021-03-19T00:00:00Z,2021-03-20T00:00:00Z,
30278,5006134,1,LEGO 8 Stud Light Purple Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5005719-1.jpg,https://images.brickset.com/sets/images/5005719-1.jpg,https://brickset.com/sets/5006134-1,14,33,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-06T16:20:10.173Z,,,,,,,5711938029579,,34.99,2020-05-07T00:00:00Z,39.99,2020-05-07T00:00:00Z,,,,2021-02-18T00:00:00Z,2021-02-18T00:00:00Z,
30277,5001286,1,LEGO 8 Stud Mini Box,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5001286-1.jpg,https://images.brickset.com/sets/images/5001286-1.jpg,https://brickset.com/sets/5001286-1,63,41,,,,,0,0,{Not specified},{Not specified},0,4,2020-05-06T08:28:35.633Z,,,,,,,5706773401260,,3.49,2020-05-08T00:00:00Z,3.99,2020-05-07T00:00:00Z,,,,,,
30408,5006131,1,LEGO 8 Stud Red Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5004142-1.jpg,https://images.brickset.com/sets/images/5004142-1.jpg,https://brickset.com/sets/5006131-1,26,38,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-29T09:39:46.263Z,,,,,,,5711938029500,,34.99,2020-05-30T00:00:00Z,39.99,2020-05-29T00:00:00Z,,,,2021-04-07T00:00:00Z,2021-04-07T00:00:00Z,
30283,5006209,1,LEGO 8 Stud White Storage Brick Drawer,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006209-1.jpg,https://images.brickset.com/sets/images/5006209-1.jpg,https://brickset.com/sets/5006209-1,20,44,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-06T08:31:52.863Z,,,,,,,5711938029555,,34.99,2020-05-07T00:00:00Z,39.99,2020-05-07T00:00:00Z,,,,2021-04-10T00:00:00Z,2021-04-11T00:00:00Z,
30635,40394,1,LEGO House Chef,2020,Promotional,Miscellaneous,LEGO House,Normal,TRUE,,,https://brickset.com/sets/40394-1,16,157,,,,,0,0,Polybag,Not sold,0,0,2020-07-02T11:55:17.367Z,,,,,,,,,,,,,,,,,,
30671,854014,1,LEGO House Keychain,2020,Gear,Miscellaneous,Key Chains/Locations,Gear,TRUE,https://images.brickset.com/sets/small/854014-1.jpg,https://images.brickset.com/sets/images/854014-1.jpg,https://brickset.com/sets/854014-1,16,59,,,,,0,0,{Not specified},{Not specified},0,0,2021-04-10T12:52:13.933Z,,,,,,,,,,,,,,,,,,
30670,854015,1,LEGO House Magnet,2020,Gear,Miscellaneous,Magnets/Locations,Gear,TRUE,,,https://brickset.com/sets/854015-1,31,96,,,,,0,0,{Not specified},{Not specified},0,0,2020-08-02T08:43:34.683Z,,,,,,,,,,,,,,,,,,
30459,5006152,1,LEGO Minifigure Display Case,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006152-1.jpg,https://images.brickset.com/sets/images/5006152-1.jpg,https://brickset.com/sets/5006152-1,104,96,,,,,0,0,{Not specified},{Not specified},0,1,2020-06-02T08:11:06.157Z,,,,,,,5711938023591,,17.99,2020-06-03T00:00:00Z,19.99,2020-06-03T00:00:00Z,,,,2021-06-04T00:00:00Z,2021-05-18T00:00:00Z,
29989,ISBN9780241458235,1,LEGO Minifigure Handbook,2020,Books,Miscellaneous,Dorling Kindersley,Book,TRUE,https://images.brickset.com/sets/small/ISBN0241458234-1.jpg,https://images.brickset.com/sets/images/ISBN0241458234-1.jpg,https://brickset.com/sets/ISBN9780241458235-1,69,270,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-16T19:17:31.73Z,,,,,,,,,,,,,,,,,,
29872,ISBN9780241409695,1,LEGO Minifigure: A Visual History,2020,Books,Miscellaneous,,Book,TRUE,https://images.brickset.com/sets/small/ISBN0241409691-1.jpg,https://images.brickset.com/sets/images/ISBN0241409691-1.jpg,https://brickset.com/sets/ISBN9780241409695-1,840,851,,,,,4.2,2,{Not specified},{Not specified},0,0,2020-02-09T13:21:41.97Z,,,,,,,,1,30,,,,,,,,,
29824,71026,17,LEGO Minifigures - DC Super Heroes - Complete,2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Collection,TRUE,https://images.brickset.com/sets/small/71026-17.jpg,https://images.brickset.com/sets/images/71026-17.jpg,https://brickset.com/sets/71026-17,2092,502,,,,,4.3,0,{Not specified},Retail,0,0,2021-04-02T04:35:59.863Z,148,5,15,9.5,0.7,0.01,,16,,,,,673419319362,,,,,
29825,71026,18,LEGO Minifigures - DC Super Heroes - Sealed Box,2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Collection,TRUE,https://images.brickset.com/sets/small/71026-18.jpg,https://images.brickset.com/sets/images/71026-18.jpg,https://brickset.com/sets/71026-18,215,128,,,,,0,0,Box,{Not specified},0,0,2020-11-28T19:52:06.173Z,,5,15,9.5,0.7,0.01,,,,,,,673419319362,,,,,
29823,71026,0,LEGO Minifigures - DC Super Heroes {Random Bag},2020,Collectable Minifigures,Miscellaneous,DC Super Heroes,Random,TRUE,https://images.brickset.com/sets/small/71026-0.jpg,https://images.brickset.com/sets/images/71026-0.jpg,https://brickset.com/sets/71026-0,588,169,,,,,0,0,Foil pack,Retail,0,0,2020-10-31T20:16:46.567Z,,5,15,9.5,0.7,0.01,,,,,,,673419319362,,,,,
30680,71028,17,LEGO Minifigures - Harry Potter Series 2 - Complete,2020,Collectable Minifigures,Miscellaneous,Harry Potter Series 2,Collection,TRUE,https://images.brickset.com/sets/small/71028-17.jpg,https://images.brickset.com/sets/images/71028-17.jpg,https://brickset.com/sets/71028-17,2214,411,4.99,,,,4.3,0,{Not specified},Retail,0,0,2021-04-02T04:44:10.003Z,106,5,15,9.5,0.7,0.01,,17,,,,,673419319386,,,,,
30697,71028,18,LEGO Minifigures - Harry Potter Series 2 - Sealed Box,2020,Collectable Minifigures,Miscellaneous,Harry Potter Series 2,Collection,TRUE,https://images.brickset.com/sets/small/71028-18.jpg,https://images.brickset.com/sets/images/71028-18.jpg,https://brickset.com/sets/71028-18,232,102,4.99,2020-09-01T00:00:00Z,4.99,2020-09-01T00:00:00Z,0,0,Box,{Not specified},0,0,2021-04-02T04:44:22.11Z,,5,15,9.5,0.7,0.01,5702016619430,,3.49,2020-09-01T00:00:00Z,3.89,2020-09-02T00:00:00Z,673419319386,2021-02-26T00:00:00Z,2021-02-26T00:00:00Z,2021-04-05T00:00:00Z,2021-04-05T00:00:00Z,
29946,71028,0,LEGO Minifigures - Harry Potter Series 2 {Random bag},2020,Collectable Minifigures,Miscellaneous,Harry Potter Series 2,Random,TRUE,https://images.brickset.com/sets/small/71028-0.jpg,https://images.brickset.com/sets/images/71028-0.jpg,https://brickset.com/sets/71028-0,501,212,4.99,,,,0,0,Foil pack,Retail,0,0,2021-04-02T04:41:18.843Z,,5,15,9.5,0.7,0.01,,,,,,,673419319386,,,,,
30029,71027,17,LEGO Minifigures - Series 20 - Complete,2020,Collectable Minifigures,Miscellaneous,Series 20,Collection,TRUE,https://images.brickset.com/sets/small/71027-17.jpg,https://images.brickset.com/sets/images/71027-17.jpg,https://brickset.com/sets/71027-17,1840,429,,,,,3.9,1,{Not specified},Retail,0,0,2020-11-28T19:45:36.36Z,127,5,15,9.5,0.7,0.01,,16,,,,,673419319379,,,,,
30030,71027,18,LEGO Minifigures - Series 20 - Sealed Box,2020,Collectable Minifigures,Miscellaneous,Series 20,Collection,TRUE,https://images.brickset.com/sets/small/71027-18.jpg,https://images.brickset.com/sets/images/71027-18.jpg,https://brickset.com/sets/71027-18,195,120,,,,,0,0,Box,{Not specified},0,0,2021-04-14T06:53:44.413Z,,5,15,9.5,0.7,0.01,,,,,,,673419319379,,,,,
30014,71027,0,LEGO Minifigures - Series 20 {Random Bag},2020,Collectable Minifigures,Miscellaneous,Series 20,Random,TRUE,https://images.brickset.com/sets/small/71027-0.jpg,https://images.brickset.com/sets/images/71027-0.jpg,https://brickset.com/sets/71027-0,430,137,4.99,,,,0,1,Foil pack,Retail,0,0,2020-11-28T19:34:30.57Z,,5,15,9.5,0.7,0.01,,,,,,,673419319379,,,,,
30457,5006215,1,LEGO Picture Frame,2020,Gear,Miscellaneous,Picture frames,Gear,TRUE,https://images.brickset.com/sets/small/5006215-1.jpg,https://images.brickset.com/sets/images/5006215-1.jpg,https://brickset.com/sets/5006215-1,98,129,14.99,2020-06-02T00:00:00Z,19.99,2020-06-02T00:00:00Z,0,0,{Not specified},{Not specified},0,2,2020-06-02T08:11:25.08Z,,,,,,,5711938033422,,14.99,2020-06-03T00:00:00Z,16.99,2020-06-03T00:00:00Z,,,,,,
30409,5006157,1,LEGO Play and Display Case,2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006157-1.jpg,https://images.brickset.com/sets/images/5006157-1.jpg,https://brickset.com/sets/5006157-1,70,197,,,,,0,0,{Not specified},{Not specified},0,3,2020-05-29T09:39:56.623Z,,,,,,,5711938030766,,29.99,2020-05-30T00:00:00Z,34.99,2020-05-29T00:00:00Z,,,,,,
29977,ISBN9781452182254,1,LEGO Small Parts: The Secret Life of Minifigures,2020,Books,Miscellaneous,Chronicle,Book,TRUE,https://images.brickset.com/sets/small/ISBN1452182256-1.jpg,https://images.brickset.com/sets/images/ISBN1452182256-1.jpg,https://brickset.com/sets/ISBN9781452182254-1,31,128,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-09T13:21:47.377Z,,,,,,,,,,,,,,,,,,
29975,ISBN9781452179643,1,LEGO Still Life with Bricks: 100 Collectible Postcards,2020,Books,Miscellaneous,Chronicle,Book,TRUE,https://images.brickset.com/sets/small/ISBN1452179646-1.jpg,https://images.brickset.com/sets/images/ISBN1452179646-1.jpg,https://brickset.com/sets/ISBN9781452179643-1,28,136,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-09T13:21:46.267Z,,,,,,,,,,,,,,,,,,
29976,ISBN9781452179629,1,LEGO Still Life with Bricks: The Art of Everyday Play,2020,Books,Miscellaneous,Chronicle,Book,TRUE,https://images.brickset.com/sets/small/ISBN145217962X-1.jpg,https://images.brickset.com/sets/images/ISBN145217962X-1.jpg,https://brickset.com/sets/ISBN9781452179629-1,46,133,,,,,0,0,{Not specified},{Not specified},0,0,2020-02-09T13:19:18.28Z,,,,,,,,,,,,,,,,,,
30284,5006210,1,LEGO Storage Head Mini (Silly),2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006210-1.jpg,https://images.brickset.com/sets/images/5006210-1.jpg,https://brickset.com/sets/5006210-1,101,55,7.99,2020-06-02T00:00:00Z,11.49,2020-06-02T00:00:00Z,0,0,{Not specified},{Not specified},0,1,2020-05-06T08:27:57.807Z,,,,,,,5711938033545,,6.99,2020-05-07T00:00:00Z,7.99,2020-05-07T00:00:00Z,,2021-06-04T00:00:00Z,2021-05-21T00:00:00Z,2021-03-21T00:00:00Z,2021-03-21T00:00:00Z,
30285,5006211,1,LEGO Storage Head Mini (Winking),2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006211-1.jpg,https://images.brickset.com/sets/images/5006211-1.jpg,https://brickset.com/sets/5006211-1,91,38,7.99,2020-06-02T00:00:00Z,11.49,2020-06-02T00:00:00Z,0,0,{Not specified},{Not specified},0,1,2020-05-06T08:27:51.15Z,,,,,,,5711938033552,,6.99,2020-05-07T00:00:00Z,7.99,2020-05-07T00:00:00Z,,2021-04-26T00:00:00Z,2021-04-26T00:00:00Z,,,
30279,5006161,1,LEGO Storage Head Small (Silly),2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006161-1.jpg,https://images.brickset.com/sets/images/5006161-1.jpg,https://brickset.com/sets/5006161-1,161,66,,,,,0,0,{Not specified},{Not specified},0,1,2020-05-06T08:28:13.073Z,,,,,,,5711938030858,,11.99,2020-05-07T00:00:00Z,14.99,2020-05-07T00:00:00Z,,,,,,
30281,5006186,1,LEGO Storage Head Small (Winking),2020,Gear,Miscellaneous,Storage,Gear,TRUE,https://images.brickset.com/sets/small/5006186-1.jpg,https://images.brickset.com/sets/images/5006186-1.jpg,https://brickset.com/sets/5006186-1,99,46,,,,,0,0,{Not specified},{Not specified},0,1,2020-05-06T08:28:57.967Z,,,,,,,5711938030865,,11.99,2020-05-07T00:00:00Z,14.99,2020-05-07T00:00:00Z,,,,,,
29973,ISBN9781718500488,1,LEGO Train Projects,2020,Books,Miscellaneous,No Starch Press,Book,TRUE,https://images.brickset.com/sets/small/ISBN1718500483-1.jpg,https://images.brickset.com/sets/images/ISBN1718500483-1.jpg,https://brickset.com/sets/ISBN9781718500488-1,92,313,,,,,0,0,{Not specified},{Not specified},0,0,2020-07-27T13:29:25.167Z,,,,,,,,,,,,,,,,,,
29801,40385,1,LEGO Trophy,2020,Miscellaneous,Miscellaneous,,Normal,TRUE,https://images.brickset.com/sets/small/40385-1.jpg,https://images.brickset.com/sets/images/40385-1.jpg,https://brickset.com/sets/40385-1,954,478,12.99,2020-01-16T00:00:00Z,16.99,2020-01-16T00:00:00Z,0,0,Box,LEGO exclusive,1,2,2020-01-21T19:07:00.637Z,200,8,15.6,14,7,0.231,,,11.99,2020-01-16T00:00:00Z,12.99,2020-02-01T00:00:00Z,673419320627,,,,,
30458,5006230,1,LEGO Wall Hanger Rack,2020,Gear,Miscellaneous,Housewares,Gear,TRUE,https://images.brickset.com/sets/small/5006230-1.jpg,https://images.brickset.com/sets/images/5006230-1.jpg,https://brickset.com/sets/5006230-1,70,89,9.99,2020-06-02T00:00:00Z,14.49,2020-06-02T00:00:00Z,0,0,{Not specified},{Not specified},0,9,2020-06-02T08:11:35.957Z,,,,,,,5711938033033,,12.99,2020-06-03T00:00:00Z,14.99,2020-06-03T00:00:00Z,,,,,,
29895,5005816,1,LEGOÂ® Gold Brick Crossbody Bag,2020,Gear,Miscellaneous,Bags,Gear,TRUE,https://images.brickset.com/sets/small/5005816-1.jpg,https://images.brickset.com/sets/images/5005816-1.jpg,https://brickset.com/sets/5005816-1,6,27,65,2020-01-18T00:00:00Z,65,2020-01-17T00:00:00Z,0,0,{Not specified},{Not specified},0,3,2020-01-17T21:16:20.22Z,,,,,,,,,,,,,,,,,,
29928,40370,1,LEGOÂ® Trains 40th Anniversary Set,2020,Promotional,Miscellaneous,Gift with Purchase,Normal,TRUE,https://images.brickset.com/sets/small/40370-1.jpg,https://images.brickset.com/sets/images/40370-1.jpg,https://brickset.com/sets/40370-1,6673,830,19.99,2020-12-02T00:00:00Z,26.99,2020-12-02T00:00:00Z,4.1,3,Box,LEGO exclusive,2,2,2021-03-30T10:13:35.56Z,188,9,13.8,26,7.1,0.327,5702016650150,1,,,,,,2020-12-02T00:00:00Z,2020-12-02T00:00:00Z,,,
30039,854013,1,LEGOLAND buildable magnet,2020,Gear,Miscellaneous,Magnets/LEGOLAND,Gear,TRUE,https://images.brickset.com/sets/small/854013-1.jpg,https://images.brickset.com/sets/images/854013-1.jpg,https://brickset.com/sets/854013-1,136,195,,,,,0,0,{Not specified},{Not specified},0,0,2020-04-10T14:21:24.267Z,,,,,,,,,,,,,,,,,,
29802,40393,1,LEGOLAND Fire Academy,2020,Promotional,Miscellaneous,LEGOLAND,Normal,TRUE,https://images.brickset.com/sets/small/40393-1.jpg,https://images.brickset.com/sets/images/40393-1.jpg,https://brickset.com/sets/40393-1,769,609,,,,,0,0,Box,{Not specified},1,1,2021-04-13T13:09:43.003Z,221,7,14.1,19.1,7.1,,,3,,,,,,,,,,
31065,5006074,1,Lester light key chain,2020,Gear,Miscellaneous,Key Chains,Gear,TRUE,,,https://brickset.com/sets/5006074-1,4,14,,,,,0,0,{Not specified},{Not specified},0,0,2020-11-24T16:20:52.65Z,,,,,,,,,,,,,,,,,,
29771,45027,1,Letters,2020,Education,Educational,Duplo,Normal,TRUE,https://images.brickset.com/sets/small/45027-1.jpg,https://images.brickset.com/sets/images/45027-1.jpg,https://brickset.com/sets/45027-1,12,62,,,,,0,0,Box,Educational,0,0,2020-05-22T05:22:19.613Z,130,3,,,,,,,,,,,,,,,,6
30352,10924,1,Lightning McQueen's Race Day,2020,Duplo,Pre-school,Cars,Normal,TRUE,https://images.brickset.com/sets/small/10924-1.jpg,https://images.brickset.com/sets/images/10924-1.jpg,https://brickset.com/sets/10924-1,104,52,29.99,2020-08-24T00:00:00Z,39.99,2020-08-24T00:00:00Z,0,0,Box,Retail,4,9,2021-03-30T12:50:39.687Z,42,2,26.2,38.2,7.1,0.69,5702016618136,2,24.99,2020-06-01T00:00:00Z,29.99,2020-06-02T00:00:00Z,673419318907,,,,,
30687,71028,7,Lily Potter,2020,Collectable Minifigures,Miscellaneous,Harry Potter Series 2,Normal,TRUE,https://images.brickset.com/sets/small/71028-7.jpg,https://images.brickset.com/sets/images/71028-7.jpg,https://brickset.com/sets/71028-7,3272,480,4.99,,,,3.8,0,Foil pack,Retail,0,0,2021-04-02T04:42:13.023Z,6,5,15,9.5,0.7,0.01,,2,,,,,673419319386,,,,,
29968,5006006,1,"Limited Edition Print â€“ Page from German Patent Application for LEGO Toy Car, 1963",2020,Gear,Miscellaneous,Posters,Gear,TRUE,https://images.brickset.com/sets/small/5006006-1.jpg,https://images.brickset.com/sets/images/5006006-1.jpg,https://brickset.com/sets/5006006-1,89,48,,,,,0,0,{Not specified},{Not specified},0,1,2020-02-08T18:37:32.943Z,,,,,,,,,,,,,,,,,,
29668,80104,1,Lion Dance,2020,Seasonal,Miscellaneous,Chinese Traditional Festivals,Normal,TRUE,https://images.brickset.com/sets/small/80104-1.jpg,https://images.brickset.com/sets/images/80104-1.jpg,https://brickset.com/sets/80104-1,3547,1534,79.99,2020-01-15T00:00:00Z,109.99,2020-01-15T00:00:00Z,4.4,2,Box,Retail,3,18,2020-08-23T17:57:23.66Z,882,8,37.8,35.4,7.1,,5702016668148,8,64.99,2020-01-15T00:00:00Z,68.23,2020-02-01T00:00:00Z,,2020-12-08T00:00:00Z,2020-12-08T00:00:00Z,2020-11-21T00:00:00Z,2020-11-21T00:00:00Z,
30733,40403,1,Literacy Day Unicorn,2020,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,TRUE,https://images.brickset.com/sets/small/40403-1.jpg,https://images.brickset.com/sets/images/40403-1.jpg,https://brickset.com/sets/40403-1,130,164,,,,,0,0,Polybag,Not sold,2,0,2020-09-13T10:41:01.367Z,54,,17,17,0.8,,,,,,,,,,,,,
30031,71027,7,Llama Costume Girl,2020,Collectable Minifigures,Miscellaneous,Series 20,Normal,TRUE,https://images.brickset.com/sets/small/71027-7.jpg,https://images.brickset.com/sets/images/71027-7.jpg,https://brickset.com/sets/71027-7,3537,802,4.99,2020-04-19T00:00:00Z,4.99,2020-04-19T00:00:00Z,4,0,Foil pack,Retail,0,0,2020-04-20T08:19:26.797Z,7,5,15,9.5,0.7,0.01,5702016619423,1,3.49,2020-04-27T00:00:00Z,3.99,2020-04-28T00:00:00Z,673419319379,2021-03-27T00:00:00Z,2021-03-27T00:00:00Z,2021-03-28T00:00:00Z,2021-05-19T00:00:00Z,
29995,892060,1,Lloyd,2020,Ninjago,Action/Adventure,Magazine Gift,Other,TRUE,https://images.brickset.com/sets/small/892060-1.jpg,https://images.brickset.com/sets/images/892060-1.jpg,https://brickset.com/sets/892060-1,472,152,,,,,0,0,Foil pack,Retail - limited,0,0,2020-02-20T22:42:06.21Z,2,,,,,,,1,,,,,,,,,,
29422,71716,1,Lloyd Avatar - Arcade Pod,2020,Ninjago,Action/Adventure,Arcade Pod,Normal,TRUE,https://images.brickset.com/sets/small/71716-1.jpg,https://images.brickset.com/sets/images/71716-1.jpg,https://brickset.com/sets/71716-1,2293,602,9.99,2020-01-02T00:00:00Z,13.99,2020-01-02T00:00:00Z,4,2,Box with backing card,Retail,4,4,2019-12-31T17:37:22.967Z,48,7,24.7,10.8,8.2,0.14,5702016617016,2,8.99,2020-01-01T00:00:00Z,9.74,2020-01-03T00:00:00Z,673419318228,2020-12-08T00:00:00Z,2020-12-08T00:00:00Z,2020-11-13T00:00:00Z,2020-11-14T00:00:00Z,
29864,853997,1,Lloyd Key Chain,2020,Gear,Miscellaneous,Key Chains/Ninjago,Gear,TRUE,https://images.brickset.com/sets/small/853997-1.jpg,https://images.brickset.com/sets/images/853997-1.jpg,https://brickset.com/sets/853997-1,36,32,5.99,2020-01-02T00:00:00Z,6.99,2020-01-02T00:00:00Z,0,0,Tag,LEGO exclusive,0,1,2019-12-31T17:31:40.56Z,,6,,,,,,,3.99,2020-01-01T00:00:00Z,4.86,2020-01-03T00:00:00Z,673419321334,,,2020-09-15T00:00:00Z,2020-09-01T00:00:00Z,
